@relation 'predictive_maintenance-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute Type=M numeric
@attribute Type=L numeric
@attribute Type=H numeric
@attribute 'Air temperature [K]' numeric
@attribute 'Process temperature [K]' numeric
@attribute 'Rotational speed [rpm]' numeric
@attribute 'Torque [Nm]' numeric
@attribute 'Tool wear [min]' numeric
@attribute Target {0,1}

@data
0,0,1,299.5,309.2,1872,22.6,162,0
0,1,0,298.2,308.4,1666,34.6,74,0
0,1,0,303.1,312.4,1407,41.2,107,0
0,1,0,301.4,311.1,1952,22.7,131,0
1,0,0,299.8,309.1,1268,58,90,0
0,0,1,301.4,309.9,1460,47.2,22,0
1,0,0,301.2,310,1445,45.6,18,0
0,1,0,300.9,310.6,1552,34.9,95,0
0,0,1,298.4,308.9,1782,23.9,24,0
0,1,0,301.2,310.4,1390,49.9,74,0
0,1,0,299.7,310.9,1384,48.2,188,0
0,1,0,297.1,307.8,1454,50.6,94,0
1,0,0,300.8,311.9,1621,28.3,211,0
0,0,1,298.7,309.3,1402,45.3,190,0
0,0,1,303.1,312.6,1404,40.6,152,0
1,0,0,302.7,311.7,1784,25.1,177,0
0,1,0,297.3,308.3,1484,43.9,13,0
1,0,0,302.2,311.4,1372,55.1,9,0
0,1,0,300.7,309.5,1479,43.6,240,0
0,1,0,300.8,309.7,1997,20.7,5,0
0,1,0,301.8,310.8,1557,33.3,190,0
0,1,0,300.7,310.7,1431,39.3,22,0
0,1,0,302.2,310.8,1438,41.4,66,0
1,0,0,301,310.4,1517,46.1,145,0
1,0,0,300.6,309.4,1521,37.2,90,0
1,0,0,301.3,311.1,1834,25.4,22,0
0,1,0,301.1,310.7,1436,45.3,8,0
0,1,0,301.5,310.8,1512,38.9,9,0
0,1,0,299.9,309.1,1412,48.3,198,0
0,1,0,299.2,309.1,1468,45.6,2,0
1,0,0,303.8,312.7,1374,53.6,136,0
1,0,0,299.9,309.1,1513,43.8,188,0
0,1,0,298.3,309.1,1593,40.1,18,0
1,0,0,300.2,309.6,1556,35.8,36,0
0,1,0,304,313.1,1720,28.7,106,0
0,0,1,298.4,309.3,1694,30.9,111,0
0,1,0,300.5,311.9,1546,39.4,203,0
1,0,0,295.4,305.9,1518,40.6,178,0
1,0,0,302.5,310.4,1580,35.6,176,0
0,1,0,299,310.3,1501,43,91,0
1,0,0,298.3,309.6,1469,54.8,191,0
0,1,0,301.3,310.5,1503,48.6,72,0
1,0,0,303.4,312.2,1561,38.2,45,0
1,0,0,300.4,311.4,1355,56.2,122,0
1,0,0,299,310.4,1625,37.1,131,0
0,1,0,297.8,307.3,1412,50.7,24,0
0,1,0,300.9,310.4,1615,30.9,200,0
0,1,0,300.1,309.3,1841,23,125,0
1,0,0,300.1,311.7,1400,48.5,205,0
0,0,1,302.2,310,1468,43.6,38,0
0,1,0,301.8,310.6,1192,68.9,135,0
0,1,0,301,309.9,1507,41.8,19,0
0,1,0,297.4,308.3,1284,60.3,50,0
0,1,0,298.8,309.1,1513,40.3,160,0
1,0,0,298.1,307.9,1569,37,29,0
0,1,0,301.5,310.6,1587,33.7,122,0
0,1,0,298.3,307.9,1551,33.8,72,0
0,1,0,299.8,309.7,1457,51.9,89,0
1,0,0,302.3,311.4,1484,39.5,22,0
1,0,0,300.7,310.7,1347,46.5,183,0
0,1,0,297.9,307.8,1286,59.5,55,0
0,0,1,298.5,308.2,1563,44.6,163,0
0,1,0,302.7,310.7,1398,57.7,19,0
0,1,0,298,308.6,1626,33.3,50,0
0,1,0,299.8,309.4,1510,42.5,146,0
0,1,0,303.1,312.5,1453,49.1,140,0
0,1,0,299.2,308.9,1526,37.9,177,0
1,0,0,298.8,310.3,1528,37.1,99,0
0,1,0,298.8,309.7,1374,58.6,123,0
0,1,0,300.5,311.4,1445,41.5,66,0
0,1,0,302,310.9,1446,44,64,0
0,1,0,302.3,310.9,1596,33.5,104,0
0,0,1,302.2,311.7,1413,46.5,147,0
0,1,0,298.8,308.6,1511,36.1,157,0
1,0,0,299.7,311,1448,49.8,80,0
0,1,0,301,311.9,1889,23.5,198,0
1,0,0,296.9,307.8,1544,37.6,109,0
1,0,0,300.9,310.6,1709,29.2,158,0
0,1,0,298.9,308.4,1301,51.1,138,0
1,0,0,302.3,311,1578,33.5,158,0
0,1,0,298.2,308.7,1408,40,9,0
0,1,0,297.6,308.7,1365,50.6,143,0
0,0,1,297.3,308.1,1554,42.4,158,0
0,1,0,302.5,312.2,1738,25.3,14,0
0,1,0,302.5,310.4,1427,46.8,179,0
1,0,0,302.3,311.5,1674,30,12,0
1,0,0,298.3,310.1,1389,49.6,75,0
0,1,0,298,308.9,1508,37.1,92,0
1,0,0,299.5,309,1602,31.3,210,0
0,0,1,301,312.2,1489,40.3,117,0
1,0,0,302.3,311.2,1507,47.7,70,0
1,0,0,299.8,311.2,1706,29.2,148,0
1,0,0,304.1,313.3,1480,38.4,72,0
0,1,0,302.5,312,1456,46.3,208,0
1,0,0,298.3,308.5,1434,46.2,148,0
0,1,0,300.7,311.8,1443,43.7,217,0
0,0,1,300,309.5,1781,24.9,70,0
1,0,0,299.7,310.6,1572,38,139,0
1,0,0,303.8,313.1,2117,18.6,22,0
1,0,0,300.7,310.9,1369,51.2,63,0
0,1,0,298.4,310.1,1533,35.2,92,0
0,1,0,303.4,312.9,1389,54.1,109,0
0,0,1,300.3,309.9,1509,46.6,125,0
1,0,0,296.2,307.3,1451,42.8,11,0
0,1,0,298,307.7,1606,30.8,17,0
0,1,0,302.1,310.5,1559,36,124,0
0,1,0,301.4,310.6,1557,38.2,157,0
1,0,0,298.9,308.2,2022,20,23,0
0,1,0,299.1,310.3,1472,46.6,157,0
1,0,0,302.3,311.7,1639,36.6,121,0
0,1,0,300,310.2,1675,29.7,64,0
0,0,1,300.5,311.6,1506,36.2,10,0
0,1,0,297.8,307.8,1573,37.9,33,0
0,1,0,298.9,308.8,1529,32.7,53,0
0,1,0,302.1,311,1351,49.5,196,0
0,1,0,299,310.1,1580,41.9,55,0
0,1,0,302.4,310.1,1906,21.2,110,0
0,0,1,297.4,308.2,1585,46.2,37,0
1,0,0,295.7,306.2,1423,42.5,121,0
0,1,0,303.3,311.7,1508,35.5,217,0
0,0,1,297.5,308.6,1440,46.1,84,0
1,0,0,301.6,310.6,1599,36.1,208,0
0,0,1,301.9,310.3,1653,32.4,100,0
1,0,0,302,310.8,1783,23.1,190,0
0,1,0,298.8,309.8,1895,22,134,0
0,0,1,301.5,310.5,1453,48,124,0
1,0,0,298.7,309.5,1487,33.6,183,0
0,1,0,297.4,308.4,1328,61.8,98,0
0,1,0,296.6,307.5,1557,35.1,60,0
1,0,0,299,310.2,1657,32.3,64,0
0,0,1,302.7,312.1,1603,32.5,148,0
1,0,0,301.9,310.9,1483,37,35,0
0,1,0,301.8,311,1606,33.3,4,0
0,0,1,302.1,310.9,1452,42.5,198,0
1,0,0,298.8,308.5,1425,47.4,90,0
1,0,0,302.8,312.3,1416,42.7,241,0
0,0,1,301.2,309.9,1362,50.7,25,0
0,1,0,298.6,309.8,1597,35.9,213,0
1,0,0,300.3,309.3,1391,57.9,204,0
0,1,0,298.4,309,1474,52.7,95,0
0,0,1,300.5,310.6,1411,47.2,201,0
0,1,0,299.2,310.2,1458,47,183,0
0,1,0,297.4,309,1505,39.2,209,0
0,0,1,297.6,309,1735,26.4,41,0
1,0,0,300.9,309.7,1394,48.8,192,0
0,1,0,299.4,308.9,1440,42.5,87,0
0,1,0,300.7,311,1377,49.9,124,0
0,1,0,300,309.1,1882,23.8,84,0
0,1,0,300.2,310,1493,47.3,172,0
1,0,0,300.7,311,1413,44.3,72,0
0,1,0,301.5,310.8,1512,38.9,9,0
0,1,0,299.4,310.5,1749,28.1,179,0
0,1,0,297.4,308.3,1336,53.7,61,0
0,1,0,299.7,310.9,1384,48.2,188,0
0,1,0,298.2,308.2,1478,50.1,166,0
0,1,0,300.3,311.5,1695,25.6,43,0
0,1,0,299,309.9,1548,34.5,214,0
1,0,0,299.4,309,1939,19.8,204,0
0,1,0,297.4,308.7,1402,40.2,114,0
1,0,0,302,310.8,1783,23.1,190,0
0,1,0,298.8,309.7,1953,20.6,25,0
0,1,0,298.7,309.6,1665,31.1,178,0
0,1,0,301.9,311,1541,38.9,193,0
1,0,0,300.7,310.1,1367,52.6,167,0
0,1,0,301.5,310.7,1424,51.1,22,0
0,0,1,302.2,311.1,1628,30.6,105,0
1,0,0,299.1,308.5,1592,34.2,153,0
1,0,0,298.3,308.5,1434,46.2,148,0
0,0,1,299.2,310.1,1542,36.1,5,0
0,1,0,300.7,312.4,1470,38.6,56,0
0,0,1,297.3,308.7,1569,33.9,93,0
0,1,0,297.7,309.1,1562,36.8,172,0
0,1,0,300.3,309.5,1551,37.9,42,0
0,1,0,303.7,312.8,1437,51.3,42,0
1,0,0,302.5,312,1642,29.1,46,0
1,0,0,296.2,307,1516,37.6,25,0
1,0,0,302.9,312.3,1339,52.1,145,0
0,0,1,300.4,311.4,1427,50.7,122,0
0,1,0,298.8,309.9,1320,47.4,210,0
0,1,0,302.1,311.5,1444,44.9,97,0
1,0,0,300.1,311.3,1518,40.2,130,0
1,0,0,300.7,309.5,1733,26.7,108,0
1,0,0,297.9,309.1,1488,37.3,30,0
1,0,0,300.4,309.6,1675,35.5,164,0
0,1,0,302.4,311.7,1495,36.8,215,0
0,1,0,298.4,308.6,1591,36.7,122,0
1,0,0,297,307.8,1579,34.1,94,0
0,1,0,299.5,309.3,1520,42.3,149,0
1,0,0,297.6,308.6,1389,49,34,0
0,0,1,297.8,309,1410,48.8,23,0
1,0,0,298.6,309.5,1684,27.8,44,0
0,1,0,302.3,311.4,1535,41.8,77,0
1,0,0,297.6,308.1,1379,57.4,122,0
0,1,0,303.5,312,1761,25.8,105,0
0,0,1,301.1,310.6,1388,58.5,68,0
1,0,0,299.8,309.6,1346,53.2,95,0
0,1,0,299.8,311.2,1564,40,172,0
0,1,0,300.3,309.8,1466,41.2,156,0
0,1,0,301.6,311.1,1408,44.4,106,0
1,0,0,301.5,310.5,1308,60.5,139,0
0,1,0,299.6,309.2,1572,33.4,20,0
1,0,0,297.4,308.4,1564,35,105,0
0,0,1,300.4,309.7,1500,35.2,112,0
0,1,0,297.6,308.7,1460,46.7,150,0
0,1,0,298.4,310.1,1533,35.2,92,0
0,1,0,301.4,311.2,1355,50.6,37,0
0,1,0,301.5,310.7,1568,33.1,38,0
0,1,0,303.7,312.5,1641,36,125,0
1,0,0,301.4,311,1234,55.8,152,0
0,1,0,298.6,309.9,1461,45.7,49,0
0,0,1,300.5,309.3,1471,45.2,223,0
1,0,0,303.5,313,1902,21.6,60,0
0,1,0,297.2,308.7,1463,49.9,146,0
0,1,0,303.4,311.5,1879,21.3,78,0
0,0,1,299.9,311.3,1413,41.8,153,0
1,0,0,298.1,309,1533,36.1,189,0
0,1,0,297.3,308.4,1488,37.4,69,0
0,1,0,298.2,309,1491,38.3,121,0
1,0,0,302.2,311.4,1432,45.3,33,0
1,0,0,298.5,309.3,1488,43.7,189,0
1,0,0,301.1,311.1,2089,19.8,162,0
1,0,0,298.6,309.4,1464,36.9,179,0
1,0,0,304.1,313.3,1680,29.3,158,0
0,1,0,298.4,309.6,1655,30.2,146,0
0,0,1,296.7,307.9,1424,53.8,133,0
0,0,1,298.3,309,1823,25.9,181,0
1,0,0,300.3,309.4,1612,33.1,150,0
1,0,0,299,310.3,1558,35.4,223,0
0,1,0,298.4,309.2,1583,35.4,112,0
0,1,0,297.1,308.6,1442,37.1,59,0
0,0,1,302.4,310.2,1435,44.9,127,0
1,0,0,297.5,309.4,1391,58.2,34,0
1,0,0,302.8,311,1507,33.4,82,0
0,0,1,297.3,308.8,1419,42.4,139,0
0,1,0,298.2,308,1658,30,3,0
1,0,0,301.3,310.7,1532,40.7,178,0
1,0,0,300.7,311.8,1407,42.4,224,0
1,0,0,303.9,313.1,1343,61.4,14,0
0,1,0,303.8,312.7,1838,27.8,181,0
0,0,1,299.8,311.3,1785,25.4,139,0
0,1,0,297.7,308.8,1896,24.5,186,0
0,1,0,299.9,311.3,1647,27.5,26,0
0,1,0,297.7,307.2,1392,43,197,0
0,1,0,301.8,310.7,2092,18.6,51,0
0,1,0,302.5,311.5,1603,32.4,194,0
0,1,0,297.6,309,1822,25.4,202,0
0,1,0,302,310.4,1611,35.6,117,0
0,1,0,297.2,307.9,1309,49.6,167,0
0,1,0,297.6,309.5,1373,50.6,55,0
0,1,0,298.8,310,1389,49.6,149,0
1,0,0,300.1,309.6,1501,38,157,0
1,0,0,297.3,308.6,1456,42.9,122,0
0,1,0,300.6,311.8,1501,44.8,226,0
1,0,0,303.6,311.8,1659,34.7,94,0
0,1,0,296.5,307.5,1340,59.1,89,0
1,0,0,302.3,311,1384,49.7,192,0
0,1,0,300.5,309.7,1384,48.6,141,0
0,1,0,297.6,308.7,1460,46.7,150,0
0,0,1,300.3,309.9,1405,52.1,205,0
0,1,0,303.4,312.8,1360,50.8,94,0
0,1,0,299.4,309.2,1607,31.7,145,0
0,1,0,299.1,308.5,1415,43.4,0,0
0,1,0,296.9,308.1,1435,45.3,62,0
1,0,0,298.4,309.1,1525,39.3,86,0
0,1,0,297.6,308.6,1664,30.1,81,0
0,1,0,299.5,309.3,1520,42.3,149,0
1,0,0,298.6,309.6,1344,59.4,200,0
0,1,0,302.8,312.1,1487,36.6,84,0
0,1,0,302.7,312.2,1336,46.8,179,0
1,0,0,298.6,308.4,1391,42.4,169,0
1,0,0,303,312.3,1674,29.5,109,0
1,0,0,299.3,308.7,1459,35.6,87,0
1,0,0,297.4,308.3,1444,44,18,0
0,1,0,296.5,307.2,1481,38.2,160,0
0,1,0,298.4,308,1540,37.8,7,0
0,1,0,301.3,310.7,1608,31.4,86,0
0,1,0,302.5,312,1673,29.9,42,0
0,1,0,298,308.7,1771,26.2,206,0
1,0,0,297.5,308.7,1363,53.6,194,0
0,1,0,300.8,312.3,1858,26.3,144,0
0,1,0,300,309.1,1489,40.3,7,0
1,0,0,300.5,310.2,1571,34.6,228,0
0,1,0,299.8,310.4,1698,28.3,103,0
0,1,0,301,310.5,1932,21.7,79,0
0,1,0,300.7,309.5,1479,34.5,197,0
0,1,0,301.1,312.3,1486,34.9,122,0
1,0,0,301.1,310.5,1646,30.7,76,0
1,0,0,298.3,307.7,1439,43.8,111,0
1,0,0,300.2,311.6,1513,40.8,157,0
0,1,0,300.3,309.3,1478,39.5,180,0
1,0,0,299.8,309.1,1355,56.7,7,0
1,0,0,298.2,309.5,1478,36.5,182,0
1,0,0,300.2,309.5,1458,46.9,23,0
0,1,0,298.5,309.5,1370,52.4,113,0
1,0,0,300.5,312,1867,23,103,0
0,1,0,302.4,311,1329,54.6,176,0
0,1,0,298.9,310,1719,27.3,58,0
0,1,0,302.8,312.4,1368,49.5,10,0
0,1,0,298,308.2,1514,37.9,9,0
1,0,0,302,310.5,1573,32.1,143,0
1,0,0,297.8,307.4,1752,26.1,52,0
1,0,0,298.7,310.1,1549,42.5,61,0
0,1,0,300.3,311.9,1692,31.5,187,0
0,1,0,297.8,307.2,1351,56.3,174,0
0,1,0,298,308.6,1626,33.3,50,0
0,1,0,297.2,308.1,1689,31.2,145,0
0,1,0,297.5,308.8,1533,41.5,223,0
0,1,0,301.4,310.5,1571,33.9,208,0
1,0,0,300.5,311.6,1454,41.4,108,0
0,1,0,303.9,313,1759,28.4,74,0
0,1,0,302,310.7,1348,58.1,83,0
0,1,0,300.9,310.9,1477,41.5,100,0
1,0,0,299,310.3,1447,39.9,78,0
1,0,0,299.8,310.5,1375,53.9,110,0
0,1,0,297.5,308.5,1448,54.3,83,0
1,0,0,297.8,308.3,1567,35.6,131,0
0,1,0,298.2,307.8,1585,34.6,78,0
1,0,0,300.3,309.9,1611,29,177,0
0,1,0,297.3,308.1,1566,35.7,156,0
0,1,0,297.1,308.2,1347,50.8,49,0
0,1,0,299.7,309.2,1326,64.8,71,0
1,0,0,303.4,311.8,1391,42.7,197,0
0,1,0,297.5,309.4,1443,45.4,70,0
1,0,0,302.3,311.5,1445,44.8,65,0
0,1,0,303.6,312.7,1429,47.7,198,0
0,1,0,296.9,307.8,1466,45.7,153,0
0,1,0,300.4,311.7,1460,39.6,162,0
0,1,0,302.2,310.6,1386,50,132,0
0,1,0,298.1,308.1,1484,40.4,59,0
1,0,0,303.6,312.7,1699,31.5,105,0
0,1,0,298.8,309.3,1450,44.8,63,0
1,0,0,298.9,310.1,1549,40.2,65,0
1,0,0,301.7,310.8,1594,32.4,204,0
0,0,1,301.1,310.8,1792,25.8,121,0
0,0,1,299.8,309,1467,37.3,193,0
0,1,0,298.1,307.9,1665,32,7,0
0,1,0,298.8,309.7,1450,43.1,63,0
0,1,0,300.1,309.2,1326,55.9,55,0
0,1,0,302.3,311.4,1845,21.9,27,0
0,0,1,297.6,308.2,2071,18.5,144,0
1,0,0,300.9,310,1416,46.6,201,0
0,0,1,301.6,311.2,1395,46.8,95,0
0,1,0,297.2,308.1,1662,31.3,0,0
0,1,0,300.1,311.4,1629,31.3,41,0
0,0,1,297.7,308.8,1404,50.3,97,0
0,1,0,303.5,313,1322,59.5,71,0
0,1,0,302.2,311.5,1427,43.8,88,0
0,1,0,298.2,308.3,1458,41.8,132,0
0,1,0,299.6,310.1,1384,49.8,11,0
0,1,0,298.6,309.5,1730,30.2,41,0
1,0,0,298.7,310.1,1693,31.9,51,0
0,0,1,298,309.4,1562,38.1,58,0
1,0,0,301.8,310.2,1437,42.3,0,0
0,1,0,300,311.4,1927,24.6,132,0
1,0,0,300.7,311.5,1441,40.6,33,0
0,1,0,302.1,311.2,1417,48,13,0
1,0,0,298.2,307.8,1411,53.4,110,0
0,1,0,297.4,308.3,1723,28.8,33,0
0,1,0,296.9,307.9,1435,41.6,139,0
0,1,0,299.1,310.1,1894,24.2,22,0
0,1,0,298.7,309.8,1539,33.4,2,0
0,1,0,297.2,308,1474,43.7,162,0
1,0,0,297.6,309.6,1530,37.3,10,0
0,0,1,298.2,309,1371,55.7,23,0
0,0,1,302.2,311.1,1553,34.1,89,0
0,1,0,298.7,309.9,1464,38,74,0
1,0,0,299.7,308.9,1551,35.4,82,0
0,1,0,301.2,311.4,1757,28,6,0
1,0,0,302.2,310.7,1601,33,166,0
0,0,1,303.2,311.4,1607,36.6,43,0
0,1,0,300.7,310.1,1351,46.9,165,0
1,0,0,295.3,305.8,1589,36.2,184,0
1,0,0,300.1,309.2,1457,44.3,98,0
0,0,1,297.9,307.6,1493,36,161,0
0,1,0,299.8,309.2,1439,36.1,203,0
0,1,0,303.7,312,1892,22.5,79,0
0,1,0,301.5,311.1,1458,41.4,123,0
0,1,0,303.1,311.3,1657,31.8,217,0
0,1,0,299.1,310.5,1485,37.8,46,0
0,0,1,301.1,311,1339,52.8,194,0
0,1,0,297.5,308.6,1536,39,202,0
1,0,0,301.9,311,1638,35.4,116,0
1,0,0,302.3,311.5,1674,30,12,0
1,0,0,300.7,310,1641,34.6,178,0
0,1,0,300,309.3,1887,22.6,120,0
1,0,0,301,311.5,1530,43.9,165,0
0,1,0,297.6,308.6,1744,28.5,42,0
0,1,0,300.5,310.5,1452,42.9,29,0
1,0,0,297.9,307.5,1642,32.4,126,0
0,1,0,302.7,312.4,1444,48.7,9,0
1,0,0,303.7,313,1469,39.9,137,0
0,1,0,302.5,311.6,1595,29.5,35,0
0,1,0,301.5,310.6,1998,20.2,210,0
0,0,1,299.3,309,1732,29.7,141,0
1,0,0,300.3,309.9,1611,29,177,0
0,1,0,299.4,310.8,1622,33.6,217,0
0,1,0,300.4,311.8,1320,57.9,168,0
0,1,0,302.6,312.1,1782,26.8,198,0
0,1,0,300.6,309.4,1474,40.7,87,0
0,1,0,297.7,309.1,1563,39.3,56,0
0,1,0,302.2,311.6,1383,44.3,72,0
0,1,0,302.5,312,1673,29.9,42,0
0,1,0,300.9,310.7,1352,46.4,212,0
0,1,0,298.1,308.9,1351,52.4,102,0
1,0,0,298.1,307.7,1435,40.9,147,0
1,0,0,299.5,310.9,1577,34.6,159,0
0,1,0,299,310.2,1575,37.8,42,0
0,1,0,297.4,308.7,1429,57.4,96,0
1,0,0,297.8,308.3,1567,35.6,131,0
0,1,0,304.3,313.5,1452,41.5,15,0
0,1,0,301.1,311.2,1774,29.6,186,0
0,1,0,302.5,311.9,1265,59.8,119,0
1,0,0,298,309.9,1565,33.9,40,0
1,0,0,303.9,313,1901,22.5,110,0
0,0,1,300.6,310.4,1479,35.6,150,0
0,1,0,302.2,311.4,1390,48.1,40,0
0,1,0,297.7,309,1507,38.2,94,0
0,1,0,298,308.3,1544,34.7,213,0
1,0,0,301.8,310.9,1358,52.3,56,0
0,1,0,302.3,311.4,1434,40.3,133,0
1,0,0,296.7,307.5,1515,42.1,55,0
0,0,1,298.5,309.4,1414,46.7,102,0
1,0,0,303.8,312.4,1597,33.4,203,0
1,0,0,301.4,310.7,1375,42,168,0
0,1,0,299.5,309.9,1402,51.7,58,0
0,1,0,303.5,312.3,1946,21.1,112,0
1,0,0,300.2,310.3,1704,29.2,42,0
1,0,0,296.2,307,1516,37.6,25,0
0,1,0,299.2,308.9,1588,41.5,150,0
0,1,0,298.8,310,1528,36.7,147,0
1,0,0,300.7,310.6,1505,35.6,105,0
1,0,0,300.2,309.1,1406,42.2,40,0
0,1,0,298.4,309.1,1579,36.1,123,0
1,0,0,297.1,308.1,1823,24.3,219,0
1,0,0,300.5,309.9,1466,53.2,172,0
0,1,0,299,310,1484,39.6,212,0
0,1,0,297.2,308.6,1335,53,39,0
0,0,1,300.2,311,1777,27.5,151,0
0,1,0,303.9,313.1,1639,29,95,0
1,0,0,301.2,310.7,1394,42.8,168,0
0,1,0,302.3,311,1329,51.5,154,0
0,1,0,297.9,307.7,1537,37.7,15,0
0,1,0,300.2,311.5,1528,36.1,125,0
0,1,0,298.2,308.4,1452,43.5,158,0
0,1,0,297.6,308.7,1365,50.6,143,0
0,1,0,301.3,310.7,1516,46,119,0
0,1,0,299.7,309.2,1422,40.4,140,0
0,0,1,297.4,308.5,1469,45.1,63,0
0,0,1,301.3,310.1,1469,39.7,179,0
0,0,1,298.7,308.4,1432,42.8,197,0
1,0,0,302,310.4,1567,36.4,114,0
0,1,0,302.2,311.6,1416,54.1,48,0
1,0,0,301.7,311.2,1563,34.5,139,0
0,0,1,297.2,308.3,1453,45.8,105,0
0,1,0,298.6,309.7,1703,26.1,5,0
1,0,0,302.5,310.5,1918,21.6,131,0
0,1,0,299.1,310.3,1727,28.7,43,0
0,1,0,297.6,308.3,1742,27.7,13,0
0,1,0,300.4,309.7,1384,45.1,159,0
0,1,0,299.3,309,1419,46.6,158,0
1,0,0,297.8,309.1,1432,42.6,17,0
0,1,0,300.5,309.7,1616,34.5,155,0
0,1,0,297.5,309,1320,54.7,179,0
1,0,0,300.9,309.9,1465,42.9,209,0
1,0,0,296.8,307.4,1455,49.9,102,0
1,0,0,302.5,310.4,1580,35.6,176,0
0,1,0,297.4,308.7,1638,31.9,131,0
0,1,0,298.8,308.4,1369,53,138,0
0,1,0,295.8,306.5,1358,49.2,63,0
0,1,0,297.6,308.3,1502,43.2,139,0
0,1,0,299.6,310.1,1384,49.8,11,0
0,1,0,302.7,312.4,1360,47.8,11,0
1,0,0,298.5,309,1741,28,21,0
0,0,1,303.3,311.2,1607,31.7,34,0
1,0,0,302.3,311.7,1486,39.6,147,0
0,1,0,300.7,310.8,1689,28.9,100,0
0,1,0,299.8,309.5,1545,32.2,18,0
1,0,0,298.7,309.5,1394,46,113,0
0,1,0,301.5,310.9,1891,23.2,122,0
0,1,0,302,310.9,1663,31.5,81,0
0,0,1,298.6,308.2,1555,36.8,36,0
0,0,1,299,309,1436,43.9,20,0
0,1,0,299.9,310.4,1470,50,148,0
1,0,0,298.5,308,1461,51.9,157,0
0,1,0,298.8,308.6,1631,32.4,38,0
0,1,0,300.3,311.5,1446,45,82,0
1,0,0,302.6,312.1,1445,42,181,0
0,1,0,302.5,310.9,1624,34.4,146,0
0,1,0,300.4,309.3,1413,50.3,101,0
0,1,0,300.8,311.7,1655,32.2,12,0
1,0,0,298.6,308.3,1589,34.1,174,0
0,0,1,299.8,309.7,1368,47.4,148,0
1,0,0,295.8,306.3,1444,45.5,76,0
1,0,0,297.7,309,1433,41.8,16,0
0,1,0,300.7,310.1,1376,50.8,75,0
1,0,0,300.8,310.4,1288,64,3,0
0,1,0,297.5,308.6,1380,53.5,192,0
0,0,1,299.2,308.7,1375,55.1,78,0
1,0,0,297.5,308.5,1612,30,163,0
0,1,0,300,309.2,1444,43.6,123,0
1,0,0,296.7,307.7,1597,32.1,114,0
0,1,0,297.3,308,1527,35.1,165,0
0,1,0,300.6,310.4,1446,49.7,155,0
0,1,0,302.1,311.4,1686,30.9,106,0
0,1,0,299.7,309.6,1321,53.4,166,0
0,1,0,300.9,310.7,1509,37.5,12,0
0,1,0,298.7,310.2,1363,45.5,28,0
0,1,0,303.5,313,1322,59.5,71,0
0,1,0,299.6,309.2,1601,33.3,33,0
0,0,1,301.8,310.8,1470,37.6,204,0
0,1,0,299.8,311.1,1603,35.1,179,0
1,0,0,299.6,310.2,1620,30,70,0
1,0,0,298.5,309.5,1501,40.2,114,0
0,0,1,300.6,309.4,1463,49.2,235,0
0,1,0,297.2,308.5,2182,16.5,127,0
1,0,0,300,311.4,1533,42.6,180,0
0,1,0,298.3,308.4,1484,43.4,172,0
1,0,0,298.4,308.2,1499,40,211,0
0,1,0,296.7,308,1580,32.2,39,0
0,1,0,302.2,311.3,1389,46.9,106,0
1,0,0,296.9,307.7,2008,17.5,3,0
0,1,0,297.2,308.6,1500,37.1,161,0
0,1,0,300.7,312.4,1590,37.9,98,0
0,1,0,299.2,310.7,1477,44,19,0
0,0,1,300.3,311.6,1801,23.6,97,0
0,1,0,300.5,311.6,1509,47.2,202,0
1,0,0,300.6,310,1397,55.2,90,0
0,1,0,303,311.2,1664,29.8,186,0
0,1,0,299,308.6,1329,60.5,120,0
0,1,0,299.8,311.2,1533,35.9,137,0
0,1,0,300.7,310.8,1925,22,74,0
0,1,0,300.7,310.8,1608,39.5,202,0
0,1,0,298.3,309.4,1668,27.1,136,0
1,0,0,299.2,308.4,1330,51.2,56,0
1,0,0,297.4,308,1355,55.1,63,0
0,1,0,300.5,310.3,1435,43.3,31,0
1,0,0,297.2,308.3,1604,39.4,9,0
0,1,0,302.4,311,1610,33.1,161,0
0,1,0,299.3,309.3,1528,37.8,45,0
1,0,0,301.8,311,1393,49.5,168,0
0,1,0,295.5,306,1800,27.6,208,0
1,0,0,298.8,308.7,1498,39.5,89,0
0,1,0,298.8,309.8,1895,22,134,0
0,1,0,297.8,309.2,1400,56.9,34,0
0,1,0,299.4,309.2,1607,31.7,145,0
0,0,1,298.9,308.4,1632,31.8,17,0
1,0,0,298.8,309.7,2098,19,133,0
0,0,1,300.2,309.3,1342,48.7,68,0
0,0,1,297.9,309.1,1435,44.7,8,0
0,1,0,301.7,310.3,1397,44.6,57,0
0,1,0,299.6,310.7,1393,52.1,110,0
1,0,0,297.6,308.7,1419,41.7,81,0
1,0,0,301.7,310.5,1458,41.4,153,0
0,1,0,301.7,311.1,1644,32.8,206,0
0,1,0,297.5,308.6,1552,44.9,77,0
1,0,0,300.6,309.6,1588,37,50,0
1,0,0,300,309.3,2293,16.3,170,0
0,1,0,300.7,312,1401,51.1,50,0
0,0,1,300.6,310.4,1510,42.8,124,0
0,1,0,299.6,310.8,1400,40.8,118,0
0,1,0,298.4,308.9,1638,32.4,109,0
0,1,0,301.6,310.1,1687,26.6,16,0
